模型：MultiModalBert，随便弄的，glyph和pinyin信息大概都是75%。
执行情况：花费2个多小时
Correction Precision: 0.0787985865724312, Recall: 0.16484938089074758, F1-Score: 0.10662841388307617
Correction Precision: 0.9150356896152624, Recall: 0.7410031698674732, F1-Score: 0.8188749222335624
Correction Precision: 0.9203132197142053, Recall: 0.7455223880595624, F1-Score: 0.823747680395873
Correction Precision: 0.9233433387206365, Recall: 0.7463605823066916, F1-Score: 0.8254721844574547
Correction Precision: 0.9237875288681469, Recall: 0.7465472191114694, F1-Score: 0.8257638310496375
Correction Precision: 0.9234140715107442, Recall: 0.745993291091922, F1-Score: 0.8252757442740577
Correction Precision: 0.9231833910032472, Recall: 0.7462241282862676, F1-Score: 0.8253248087444661
Epoch 11 Training: 100% 250/250 [03:27<00:00,  1.20it/s, loss=0.0128, c_precision=0.998, c_recall=0.982, c_f1_score=0.99]
Correction Precision: 0.9237151417375146, Recall: 0.747064305684856, F1-Score: 0.8260511124485352
Eval情况：
Character-level Detect Acc: 0.9772, P: 0.4590, R: 0.4668, F1: 0.4628
Character-level Correct Acc: 0.9759, P: 0.4246, R: 0.4059, F1: 0.4150
Sentence-level Detect Acc: 0.5182, P: 0.5209, R: 0.3431, F1: 0.4137
Sentence-level Correct Acc: 0.5000, P: 0.4926, R: 0.3064, F1: 0.3778

模型：MultiModalBert，使用macbert作为backbone，macbert的head。
加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的copy_loss。使用2e-6学习率训练bert，2e-4训练cls
执行情况：训练了11个epoch手动停了，看起来训练集很难过拟合了，可能是模型还不够复杂，也许这样也好。
Correction Precision: 0.43727087576365836, Recall: 0.4006344467250605, F1-Score: 0.41815171826609016
Correction Precision: 0.7895285230526727, Recall: 0.5650633855330788, F1-Score: 0.6586982500840523
Correction Precision: 0.8756892230574247, Recall: 0.6527181019987571, F1-Score: 0.7479396334610322
Correction Precision: 0.9083616917839308, Recall: 0.6974617394548903, F1-Score: 0.7890624995084576
Correction Precision: 0.925511661113535, Recall: 0.7261015683344424, F1-Score: 0.813768570337836
Correction Precision: 0.9282690498586715, Recall: 0.73596867424935, F1-Score: 0.8210088398601191
Correction Precision: 0.9313634248485501, Recall: 0.7468283582088159, F1-Score: 0.8289500926928691
Correction Precision: 0.9321836401768976, Recall: 0.7465472191114694, F1-Score: 0.8291014607972677
Correction Precision: 0.9314272431425077, Recall: 0.7478536767449144, F1-Score: 0.8296066247646023
Correction Precision: 0.9320614239178845, Recall: 0.7465523667534948, F1-Score: 0.8290562908966633
Correction Precision: 0.9311787956287069, Recall: 0.7467835166882814, F1-Score: 0.8288493372542108
Epoch 11 Training: 100% 250/250 [03:24<00:00,  1.22it/s, loss=0.0143, c_precision=0.985, c_recall=0.876, c_f1_score=0.927]
Correction Precision: 0.9315227483748998, Recall: 0.7479962721340637, F1-Score: 0.8297322438974042
Eval情况：Eval情况是目前看起来最好的，果然迁移学习的时候原始模型不能训练的太多。
Character-level Detect Acc: 0.9804, P: 0.5347, R: 0.5233, F1: 0.5289
Character-level Correct Acc: 0.9779, P: 0.4721, R: 0.4074, F1: 0.4374
Sentence-level Detect Acc: 0.6082, P: 0.6557, R: 0.4404, F1: 0.5269
Sentence-level Correct Acc: 0.5627, P: 0.6013, R: 0.3486, F1: 0.4413

模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss
只训练head，不训练BERT
执行情况：训练了17个epoch就停了， 而且F1只有0.679，说明完全不训练BERT也不行。训练集拟合的也不够好
Correction Precision: 0.22276422764225226, Recall: 0.38346706475081477, F1-Score: 0.28181568796076834
Correction Precision: 0.4530496925377342, Recall: 0.5082028337060946, F1-Score: 0.4790440202378767
Correction Precision: 0.5679611650484376, Recall: 0.5682794694562734, F1-Score: 0.5681202721677433
Correction Precision: 0.6208612440190199, Recall: 0.6054497946994017, F1-Score: 0.6130586785134752
Correction Precision: 0.6635643564355121, Recall: 0.6256534727407345, F1-Score: 0.6440515082452632
Correction Precision: 0.6767755820777388, Recall: 0.644974827521789, F1-Score: 0.6604926479630236
Correction Precision: 0.6950690335304348, Recall: 0.6574626865670414, F1-Score: 0.6757430483976682
Correction Precision: 0.6969397828231595, Recall: 0.6588279208658717, F1-Score: 0.6773481718114999
Correction Precision: 0.6981317600785254, Recall: 0.6625606569614291, F1-Score: 0.6798812596744909
Correction Precision: 0.6969935154252904, Recall: 0.6610137905328622, F1-Score: 0.6785270200645444
Correction Precision: 0.6962919364330593, Recall: 0.6617564795821999, F1-Score: 0.6785850855422585
Correction Precision: 0.6965719882466803, Recall: 0.662814538676484, F1-Score: 0.6792741160235786
Correction Precision: 0.6984470218201889, Recall: 0.6625023307848849, F1-Score: 0.6799999995002185
Correction Precision: 0.6980946768806328, Recall: 0.6623183004098654, F1-Score: 0.6797360614682755
Correction Precision: 0.6968565815322796, Recall: 0.6615069004101712, F1-Score: 0.6787217752369098
Correction Precision: 0.6959340011784136, Recall: 0.6617482256255768, F1-Score: 0.6784107223340788
Correction Precision: 0.697172034563885, Recall: 0.6621898899457821, F1-Score: 0.6792308423204441
Epoch 17 Training: 100% 250/250 [03:23<00:00,  1.23it/s, loss=0.0168, c_precision=0.909, c_recall=0.818, c_f1_score=0.861]
Correction Precision: 0.6976424361491752, Recall: 0.6620059656971174, F1-Score: 0.679357183353284
Eval情况：不仅Wang271K表现查，泛化性也很差。
Character-level Detect Acc: 0.9717, P: 0.3948, R: 0.6478, F1: 0.4906
Character-level Correct Acc: 0.9664, P: 0.2866, R: 0.3989, F1: 0.3335
Sentence-level Detect Acc: 0.4882, P: 0.4806, R: 0.4092, F1: 0.4420
Sentence-level Correct Acc: 0.4200, P: 0.3805, R: 0.2716, F1: 0.3169

模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss
训练head，微调BERT。同时对bias稍大学习率和weigh_decay=0的操作
执行情况：训练了17个epoch手动停了，和之前差不多，最高到83.0，但是**这次训练集没有过拟合哎，也许还有成长空间**
Correction Precision: 0.4399181166836356, Recall: 0.40100765068102234, F1-Score: 0.41956267033269495
Correction Precision: 0.7899662074341591, Recall: 0.5665548098432948, F1-Score: 0.6598632065484855
Correction Precision: 0.875532181317086, Recall: 0.6530917242666442, F1-Score: 0.7481275407045209
Correction Precision: 0.9093560145805809, Recall: 0.6983949234787796, F1-Score: 0.7900348353576975
Correction Precision: 0.9253092293052032, Recall: 0.7262882748318285, F1-Score: 0.8138075308878431
Correction Precision: 0.9278326281144974, Recall: 0.73596867424935, F1-Score: 0.8208380987058127
Correction Precision: 0.9315801722129551, Recall: 0.7468283582088159, F1-Score: 0.8290359319900948
Correction Precision: 0.9326183259498874, Recall: 0.7465472191114694, F1-Score: 0.8292733487337067
Correction Precision: 0.9323255813951319, Recall: 0.7482269503544702, F1-Score: 0.8301925859626514
Correction Precision: 0.9329608938545313, Recall: 0.7469250838612099, F1-Score: 0.8296418955937266
Correction Precision: 0.9320772272619371, Recall: 0.7471564422896239, F1-Score: 0.8294348991125984
Correction Precision: 0.9324198792380556, Recall: 0.7483690587137467, F1-Score: 0.8303174434102802
Epoch 12 Training: 100% 250/250 [03:28<00:00,  1.20it/s, loss=0.0171, c_precision=0.988, c_recall=0.884, c_f1_score=0.933]
Correction Precision: 0.9327594229872189, Recall: 0.7475293678909662, F1-Score: 0.8299347888651837
Eval情况：还不错，但是没有不加好。其实差不多
Character-level Detect Acc: 0.9803, P: 0.5324, R: 0.5233, F1: 0.5278
Character-level Correct Acc: 0.9779, P: 0.4707, R: 0.4088, F1: 0.4375
Sentence-level Detect Acc: 0.6064, P: 0.6530, R: 0.4385, F1: 0.5247
Sentence-level Correct Acc: 0.5609, P: 0.5981, R: 0.3468, F1: 0.4390

模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。
使用了HeKaiming初始化head，其中参数为mode="fan_in", activation='relu'
执行情况：无法过拟合训练集，验证集上的表现也不够好。也许是我没用对
Correction Precision: 0.2652103559870121, Recall: 0.30715892053967253, F1-Score: 0.28464744653285506
Correction Precision: 0.66623975409819, Recall: 0.487078651685302, F1-Score: 0.5627434006369981
Correction Precision: 0.8107538218237188, Recall: 0.5760299625467086, F1-Score: 0.6735274792601805
Correction Precision: 0.8625857251712312, Recall: 0.6357169599399782, F1-Score: 0.7319754278979853
Correction Precision: 0.888608870967518, Recall: 0.661042369703663, F1-Score: 0.7581165335893122
Correction Precision: 0.8927768057983272, Recall: 0.6685382743775653, F1-Score: 0.7645547940306977
Correction Precision: 0.9002006018051906, Recall: 0.6732933233307064, F1-Score: 0.770386265604653
Correction Precision: 0.9022388059699248, Recall: 0.6787050898202323, F1-Score: 0.7746689444051742
Correction Precision: 0.9022631186269828, Recall: 0.6792735442799701, F1-Score: 0.7750480661621989
Correction Precision: 0.9014435042307364, Recall: 0.6782771535579254, F1-Score: 0.7740970287895736
Correction Precision: 0.9017168449860906, Recall: 0.6786516853931313, F1-Score: 0.774441713368114
Eval情况：一般
Character-level Detect Acc: 0.9763, P: 0.4420, R: 0.4851, F1: 0.4626
Character-level Correct Acc: 0.9735, P: 0.3679, R: 0.3564, F1: 0.3621
Sentence-level Detect Acc: 0.5400, P: 0.5531, R: 0.3725, F1: 0.4452
Sentence-level Correct Acc: 0.4945, P: 0.4826, R: 0.2807, F1: 0.3550

模型：模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。
使用了orthogonal_初始化head，其中参数为gain=1
执行情况：执行了10+epoch手动停了，未完全过拟合训练集，但验证集效果就挺好
Correction Precision: 0.3657561625582132, Recall: 0.3086581709144849, F1-Score: 0.3347901204507666
Correction Precision: 0.7833572453369345, Recall: 0.511235955056084, F1-Score: 0.6186968833746426
Correction Precision: 0.8852281933564987, Recall: 0.6138576779025067, F1-Score: 0.7249806475312637
Correction Precision: 0.909716908951566, Recall: 0.6677274429051538, F1-Score: 0.7701608545261743
Correction Precision: 0.9325416877208357, Recall: 0.6919760029994952, F1-Score: 0.79444683549874
Correction Precision: 0.9406800694959194, Recall: 0.7093393224778758, F1-Score: 0.8087921463299719
Correction Precision: 0.9439252336446277, Recall: 0.7198049512376744, F1-Score: 0.8167695249398422
Correction Precision: 0.9421727558671806, Recall: 0.7286676646705222, F1-Score: 0.8217790435092568
Correction Precision: 0.943286476005588, Recall: 0.7287024901702436, F1-Score: 0.8222245690654718
Correction Precision: 0.9425872093020972, Recall: 0.7286516853931219, F1-Score: 0.821926488734889
Epoch 10 Training: 100% 250/250 [03:30<00:00,  1.19it/s, loss=0.0104, c_precision=0.987, c_recall=0.864, c_f1_score=0.922]
Correction Precision: 0.9429262394193607, Recall: 0.7301498127339456, F1-Score: 0.8230079150751954
Eval情况：比之前的都好，看起来参数初始化方式确实挺能影响模型泛化性。
Character-level Detect Acc: 0.9816, P: 0.5705, R: 0.5205, F1: 0.5444
Character-level Correct Acc: 0.9797, P: 0.5216, R: 0.4272, F1: 0.4697
Sentence-level Detect Acc: 0.6182, P: 0.6812, R: 0.4312, F1: 0.5281
Sentence-level Correct Acc: 0.5827, P: 0.6405, R: 0.3596, F1: 0.4606

模型：模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1
在head前增加了(-0.1, 0.1)的noise
执行情况：执行了12个epoch后手动停了，训练集也没有完全拟合，但感觉学不下去了。可能是noise加的太多了？
Correction Precision: 0.35914074737069607, Recall: 0.30078710644672024, F1-Score: 0.3273839872651889
Correction Precision: 0.7795790671215075, Recall: 0.5132958801497166, F1-Score: 0.6190153563413053
Correction Precision: 0.8831978319780804, Recall: 0.6102996254680505, F1-Score: 0.7218161678443304
Correction Precision: 0.9098867147268512, Recall: 0.6615499812802954, F1-Score: 0.7660958156840096
Correction Precision: 0.9318239633678627, Recall: 0.6867266591674752, F1-Score: 0.7907177545031997
Correction Precision: 0.9362720403020311, Recall: 0.6956765861874048, F1-Score: 0.7982390202344156
Correction Precision: 0.939067201604579, Recall: 0.7023630907725614, F1-Score: 0.8036480681797531
Correction Precision: 0.9397470865358444, Recall: 0.7092065868262145, F1-Score: 0.8083608825212251
Correction Precision: 0.9405351833496183, Recall: 0.710728328028326, F1-Score: 0.8096406095127108
Correction Precision: 0.9396189062111013, Recall: 0.7110486891384435, F1-Score: 0.8095085806841293
Correction Precision: 0.941147378832606, Recall: 0.7127340823968702, F1-Score: 0.8111679449484092
Epoch 11 Training: 100% 250/250 [03:27<00:00,  1.20it/s, loss=0.0211, c_precision=0.989, c_recall=0.826, c_f1_score=0.9]
Correction Precision: 0.940841584158183, Recall: 0.7127320457527259, F1-Score: 0.8110530241545996
Eval情况：Eval情况也没有变好，甚至变差了2个点
Character-level Detect Acc: 0.9813, P: 0.5644, R: 0.5021, F1: 0.5314
Character-level Correct Acc: 0.9794, P: 0.5142, R: 0.4102, F1: 0.4563
Sentence-level Detect Acc: 0.6118, P: 0.6746, R: 0.4183, F1: 0.5164
Sentence-level Correct Acc: 0.5736, P: 0.6284, R: 0.3413, F1: 0.4423

模型：模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1
在head前增加了(-0.05, 0.05)的noise
执行情况：17个epoch后early stop了，同样没有过拟合训练集，且验证集上表现一般
Correction Precision: 0.3627012522360548, Recall: 0.3039730134931964, F1-Score: 0.3307504073341551
Correction Precision: 0.7807790730734203, Recall: 0.5142322097377314, F1-Score: 0.6200745168519668
Correction Precision: 0.8845633955120615, Recall: 0.612734082396889, F1-Score: 0.7239738904334562
Correction Precision: 0.910095042383532, Recall: 0.6632347435416205, F1-Score: 0.7672983211147419
Correction Precision: 0.9323843416367736, Recall: 0.6876640419946217, F1-Score: 0.7915407850097278
Correction Precision: 0.9361809045223779, Recall: 0.6973610331273259, F1-Score: 0.7993135251996711
Correction Precision: 0.9388471177942509, Recall: 0.702550637659283, F1-Score: 0.8036901947472633
Correction Precision: 0.9395590785234235, Recall: 0.7097679640717234, F1-Score: 0.8086557931349462
Correction Precision: 0.9405940594057077, Recall: 0.7114772514509059, F1-Score: 0.810148171346135
Correction Precision: 0.9396935244683787, Recall: 0.7119850187264584, F1-Score: 0.8101427653307668
Correction Precision: 0.9407114624503605, Recall: 0.7131086142320762, F1-Score: 0.8112484017248914
Correction Precision: 0.9402469135800148, Recall: 0.7140446277891028, F1-Score: 0.8116806986459119
Correction Precision: 0.9411619891676659, Recall: 0.7149803628201393, F1-Score: 0.8126262084580319
Correction Precision: 0.9402911423634492, Recall: 0.7135367908630006, F1-Score: 0.811368958419169
Correction Precision: 0.9403500123241458, Recall: 0.7148210605207579, F1-Score: 0.8122205658280371
Correction Precision: 0.941481481481249, Recall: 0.7147141518274198, F1-Score: 0.8125732547036595
Correction Precision: 0.9405793513243524, Recall: 0.7130255255253917, F1-Score: 0.8111455103452085
Epoch 17 Training: 100% 250/250 [03:22<00:00,  1.23it/s, loss=0.025, c_precision=0.988, c_recall=0.826, c_f1_score=0.9]
Correction Precision: 0.9405964998765244, Recall: 0.7146067415728998, F1-Score: 0.8121740976255678
Eval情况：不如无噪音的好
Character-level Detect Acc: 0.9814, P: 0.5660, R: 0.5035, F1: 0.5329
Character-level Correct Acc: 0.9794, P: 0.5151, R: 0.4102, F1: 0.4567
Sentence-level Detect Acc: 0.6127, P: 0.6766, R: 0.4183, F1: 0.5170
Sentence-level Correct Acc: 0.5736, P: 0.6293, R: 0.3394, F1: 0.4410

模型：模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1
在head前增加了(-0.01, 0.01)的noise
执行情况：14个epoch后手动停了了，同样没有过拟合训练集，且验证集上表现一般
Correction Precision: 0.36375838926166354, Recall: 0.30472263868060256, F1-Score: 0.3316336931607767
Correction Precision: 0.7818181818179597, Recall: 0.5153558052433491, F1-Score: 0.62121896114624
Correction Precision: 0.88465694219317, Recall: 0.6132958801496978, F1-Score: 0.7243972567602208
Correction Precision: 0.9099999999997667, Recall: 0.6643579183825038, F1-Score: 0.7680155805550702
Correction Precision: 0.9324358648714929, Recall: 0.6882264716909096, F1-Score: 0.7919318299501854
Correction Precision: 0.9366993217782124, Recall: 0.6979225154406329, F1-Score: 0.7998712993817971
Correction Precision: 0.9391435011267371, Recall: 0.7033008252061697, F1-Score: 0.8042895437460618
Correction Precision: 0.9395890071797625, Recall: 0.7101422155687294, F1-Score: 0.8089097298729225
Correction Precision: 0.940841584158183, Recall: 0.7116644823065509, F1-Score: 0.8103613682334605
Correction Precision: 0.9397233201578706, Recall: 0.7123595505616643, F1-Score: 0.8103962500418921
Correction Precision: 0.9407407407405085, Recall: 0.713483146067282, F1-Score: 0.8115015969533532
Correction Precision: 0.9402321560876907, Recall: 0.7138571160696204, F1-Score: 0.8115540391595863
Correction Precision: 0.940915805021925, Recall: 0.714793342060835, F1-Score: 0.8124136460178151
Epoch 13 Training: 100% 250/250 [03:26<00:00,  1.21it/s, loss=0.018, c_precision=0.989, c_recall=0.821, c_f1_score=0.897]
Correction Precision: 0.9400444115467703, Recall: 0.7133495600073556, F1-Score: 0.811156056566923
Eval情况：不如无噪音的好
Character-level Detect Acc: 0.9813, P: 0.5644, R: 0.5021, F1: 0.5314
Character-level Correct Acc: 0.9794, P: 0.5142, R: 0.4102, F1: 0.4563
Sentence-level Detect Acc: 0.6127, P: 0.6766, R: 0.4183, F1: 0.5170
Sentence-level Correct Acc: 0.5736, P: 0.6293, R: 0.3394, F1: 0.4410


模型：模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1
为模型增加了一个特征，832+1，这一个特征是该字是否有错，然后看看在告诉模型这个字是错的前提下，模型的表现如何。
执行情况：比之前好了1.5个点，但并没有好处太多，看来模型不太会利用这个特征。也可以理解，800多个特征，他根本就不知道最后一个特征居然这么重要。
Correction Precision: 0.3687031082528684, Recall: 0.3158281307380984, F1-Score: 0.34022351844268445
Correction Precision: 0.7748719331354071, Recall: 0.5275330396474802, F1-Score: 0.6277165005553533
Correction Precision: 0.877087682672005, Recall: 0.6170369010463342, F1-Score: 0.7244315115313713
Correction Precision: 0.9122287968439565, Recall: 0.6790236740685118, F1-Score: 0.7785376112938471
Correction Precision: 0.9326695116166588, Recall: 0.7220998531569893, F1-Score: 0.8139871710369987
Correction Precision: 0.9389044943818026, Recall: 0.736368643289749, F1-Score: 0.8253935585152664
Correction Precision: 0.9417587476977574, Recall: 0.7506422018347246, F1-Score: 0.8354094338537651
Correction Precision: 0.9418257070588774, Recall: 0.7519735634292726, F1-Score: 0.8362596973419621
Correction Precision: 0.9427786678871726, Recall: 0.7560572687223281, F1-Score: 0.8391565646479696
Correction Precision: 0.9428832533696725, Recall: 0.7578038927651931, F1-Score: 0.8402728285803711
Correction Precision: 0.9421978524101113, Recall: 0.7569750367105805, F1-Score: 0.839491093653353
Eval情况：Eval情况也比之前好了很多，但很明显没有把最后一个特征体现出来。
Character-level Detect Acc: 0.9845, P: 0.6667, R: 0.5318, F1: 0.5917
Character-level Correct Acc: 0.9823, P: 0.6163, R: 0.4272, F1: 0.5046
Sentence-level Detect Acc: 0.6564, P: 0.7393, R: 0.4734, F1: 0.5772
Sentence-level Correct Acc: 0.6136, P: 0.6987, R: 0.3872, F1: 0.4982

模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1
对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。
执行情况：执行了11个epoch手动停了，看起来效果不错。
Correction Precision: 0.9538606403004201, Recall: 0.1888868170799573, F1-Score: 0.31533073902357184
Correction Precision: 0.9680511182105189, Recall: 0.5084840574304478, F1-Score: 0.6667481658074429
Correction Precision: 0.9744047619044719, Recall: 0.6100242220978926, F1-Score: 0.7503151135402522
Correction Precision: 0.9756367663341706, Recall: 0.656238361266172, F1-Score: 0.7846804715742007
Correction Precision: 0.9694323144102314, Recall: 0.7034482758619378, F1-Score: 0.8152948796161581
Correction Precision: 0.9730964467002606, Recall: 0.7152985074625531, F1-Score: 0.8245161285437375
Correction Precision: 0.9738285144563874, Recall: 0.727696032780643, F1-Score: 0.8329602382907986
Correction Precision: 0.9733698357389314, Recall: 0.7288483041370241, F1-Score: 0.8335464615732259
Correction Precision: 0.973684210526074, Recall: 0.7310344827584844, F1-Score: 0.8350899601189166
Correction Precision: 0.9732342007432532, Recall: 0.731557377049044, F1-Score: 0.835265340358536
Epoch 10 Training: 100% 250/250 [03:38<00:00,  1.14it/s, loss=0.0184, c_precision=0.99, c_recall=0.871, c_f1_score=0.927]
Correction Precision: 0.9725519287831423, Recall: 0.733768656716281, F1-Score: 0.8364525728826465
Eval情况：Eval情况相当不错，尤其是精准率提高了超多。没想到这么一个简单的改造可以提升这么多。
Character-level Detect Acc: 0.9865, P: 0.7576, R: 0.5304, F1: 0.6240
Character-level Correct Acc: 0.9842, P: 0.7115, R: 0.4187, F1: 0.5272
Sentence-level Detect Acc: 0.6882, P: 0.7971, R: 0.4972, F1: 0.6124
Sentence-level Correct Acc: 0.6336, P: 0.7536, R: 0.3872, F1: 0.5115

模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1。对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。
对FocalLoss的alpha参数做了调整，index 1的alpha为0.25，其余为0.75
执行情况：执行了9个epoch后手动停了。效果比使用默认alpha效果好一点（可忽略不计），可能alpha参数是锦上添花？
Correction Precision: 0.8901560624244357, Recall: 0.27652433339543603, F1-Score: 0.42196613991419835
Correction Precision: 0.9221222463540422, Recall: 0.5541674435948994, F1-Score: 0.69228977358168
Correction Precision: 0.9445496348388032, Recall: 0.6506428172162007, F1-Score: 0.7705207409113309
Correction Precision: 0.9514811031662535, Recall: 0.6938547486032227, F1-Score: 0.802498384177173
Correction Precision: 0.945894182427353, Recall: 0.7364398881638887, F1-Score: 0.8281282745023366
Correction Precision: 0.9450860240393718, Recall: 0.7481343283580694, F1-Score: 0.8351556800230961
Correction Precision: 0.9535104364324113, Recall: 0.7487427826409482, F1-Score: 0.8388106411346029
Correction Precision: 0.9518981372315604, Recall: 0.75232948192308, F1-Score: 0.840428853467335
Correction Precision: 0.9537517697024648, Recall: 0.7534016775394681, F1-Score: 0.8418202640073881
Epoch 9 Training: 100% 250/250 [03:37<00:00,  1.15it/s, loss=0.00484, c_precision=0.964, c_recall=0.911, c_f1_score=0.937]
Correction Precision: 0.9540094339620391, Recall: 0.7535394932934513, F1-Score: 0.8420066606224532
Eval情况：如果比较Character-level的话，没有变差。
Character-level Detect Acc: 0.9856, P: 0.6777, R: 0.6068, F1: 0.6403
Character-level Correct Acc: 0.9825, P: 0.6129, R: 0.4569, F1: 0.5235
Sentence-level Detect Acc: 0.6727, P: 0.7342, R: 0.5321, F1: 0.6170
Sentence-level Correct Acc: 0.6045, P: 0.6719, R: 0.3945, F1: 0.4971

模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1。对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。
bert的输出融合了一开始的embedding数据，即last_hidden_state += token_embeddings
执行情况：执行了14个epoch后手动停了（前面的数据丢了）。这是首次模型在Wang271K上到达0.86。很有前景
Correction Precision: 0.9673913043476022, Recall: 0.7799738952077605, F1-Score: 0.8636316708176413
Correction Precision: 0.967794253938608, Recall: 0.7788551184037331, F1-Score: 0.8631056922425251
Correction Precision: 0.9683017121700674, Recall: 0.779765231973024, F1-Score: 0.8638662395716922
Correction Precision: 0.9678761266464136, Recall: 0.7798882681562793, F1-Score: 0.8637723002171666
Epoch 13 Training: 100% 250/250 [03:40<00:00,  1.13it/s, loss=0.00707, c_precision=0.989, c_recall=0.923, c_f1_score=0.955]
Correction Precision: 0.9680555555553314, Recall: 0.7794967381172824, F1-Score: 0.863603510089019
Eval情况：Eval情况只能用没降来形容。
Character-level Detect Acc: 0.9835, P: 0.6092, R: 0.5997, F1: 0.6044
Character-level Correct Acc: 0.9815, P: 0.5676, R: 0.5050, F1: 0.5344
Sentence-level Detect Acc: 0.6318, P: 0.6691, R: 0.5083, F1: 0.5777
Sentence-level Correct Acc: 0.5891, P: 0.6267, R: 0.4220, F1: 0.5044

模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1。对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。bert的输出融合了一开始的embedding数据，即last_hidden_state += token_embeddings
对token_embedding增加了遗忘门后再加，遗忘门权重只使用了token_emebdding来计算。
代码：MultiModalBert1.py
执行情况：执行了10个epoch手动停了，在Wang271K上看起来差不多
Correction Precision: 0.9642267473852701, Recall: 0.32414431082325174, F1-Score: 0.48518415913587865
Correction Precision: 0.9578787878784976, Recall: 0.5849370836416385, F1-Score: 0.7263327201172844
Correction Precision: 0.965072541644018, Recall: 0.6653083904425513, F1-Score: 0.7876329345019286
Correction Precision: 0.9607265586644672, Recall: 0.723207686622187, F1-Score: 0.8252161074583292
Correction Precision: 0.9585492227977016, Recall: 0.7525887573963105, F1-Score: 0.8431738134701932
Correction Precision: 0.9552476147203645, Recall: 0.7779833487510124, F1-Score: 0.8575507285761267
Correction Precision: 0.9677938808371364, Recall: 0.777346637102591, F1-Score: 0.862178501401464
Correction Precision: 0.9663846329748532, Recall: 0.7808573540279414, F1-Score: 0.8637710776863499
Correction Precision: 0.9678825418671786, Recall: 0.7794199150192537, F1-Score: 0.8634875148556195
Epoch 9 Training: 100% 250/250 [03:37<00:00,  1.15it/s, loss=0.00223, c_precision=0.99, c_recall=0.939, c_f1_score=0.964]
Correction Precision: 0.9729417206288221, Recall: 0.7760560782142084, F1-Score: 0.8634171364994887
Eval情况：Eval上的效果还是挺明显的，说明遗忘门有效。达到了我的sota
Character-level Detect Acc: 0.9843, P: 0.6421, R: 0.5785, F1: 0.6086
Character-level Correct Acc: 0.9827, P: 0.6089, R: 0.5021, F1: 0.5504
Sentence-level Detect Acc: 0.6445, P: 0.6944, R: 0.5046, F1: 0.5845
Sentence-level Correct Acc: 0.6109, P: 0.6630, R: 0.4367, F1: 0.5265
一次全量训练情况：Wang271K上全量好像效果并不是很好
Epoch 0 Training: 100% 6783/6783 [1:40:33<00:00,  1.12it/s, loss=0.0398, c_precision=0.959, c_recall=0.64, c_f1_score=0.767]
Correction Precision: 0.9628663109873781, Recall: 0.6539966388319854, F1-Score: 0.778929754944518
一次全量训练的Eval情况：不过Eval情况也一般，距离PyCorrector还很远
